year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2014,9,UA,United Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,324.00,47.00,14.00,3.39,10.59,0.00,19.02,0.00,1.00,2331.00,594.00,98.00,452.00,0.00,1187.00
2014,9,US,US Airways Inc.,AUS,Austin  TX: Austin - Bergstrom International,112.00,11.00,6.12,0.00,3.41,0.00,1.47,0.00,0.00,538.00,331.00,0.00,125.00,0.00,82.00
2014,9,VX,Virgin America,AUS,Austin  TX: Austin - Bergstrom International,56.00,9.00,2.42,0.00,0.17,0.00,6.40,0.00,0.00,363.00,125.00,0.00,4.00,0.00,234.00
2014,9,WN,Southwest Airlines Co.,AUS,Austin  TX: Austin - Bergstrom International,1514.00,266.00,107.55,3.47,36.94,0.40,117.64,10.00,3.00,11844.00,3990.00,255.00,1228.00,8.00,6363.00
2014,10,AA,American Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,695.00,170.00,71.11,9.77,28.18,1.00,59.93,7.00,0.00,9668.00,3401.00,938.00,1242.00,74.00,4013.00
2014,10,AS,Alaska Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,31.00,2.00,0.14,0.00,0.73,0.00,1.13,0.00,0.00,83.00,6.00,0.00,30.00,0.00,47.00
2014,10,B6,JetBlue Airways,AUS,Austin  TX: Austin - Bergstrom International,200.00,33.00,9.96,0.13,18.94,0.00,3.96,0.00,0.00,1553.00,612.00,9.00,682.00,0.00,250.00
2014,10,DL,Delta Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,310.00,27.00,14.66,1.18,7.01,0.00,4.15,0.00,0.00,1437.00,914.00,30.00,303.00,0.00,190.00
2014,10,EV,ExpressJet Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,8.00,2.00,1.51,0.00,0.49,0.00,0.00,0.00,0.00,89.00,66.00,0.00,23.00,0.00,0.00
2014,10,F9,Frontier Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,69.00,3.00,0.00,0.00,2.05,0.00,0.95,1.00,0.00,234.00,0.00,0.00,178.00,0.00,56.00
2014,10,OO,SkyWest Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,327.00,95.00,33.51,1.92,28.62,0.00,30.96,2.00,0.00,5296.00,1826.00,139.00,859.00,0.00,2472.00
2014,10,UA,United Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,396.00,73.00,27.51,2.59,17.08,0.00,25.81,0.00,0.00,3634.00,1385.00,175.00,537.00,0.00,1537.00
2014,10,US,US Airways Inc.,AUS,Austin  TX: Austin - Bergstrom International,121.00,17.00,6.07,0.00,8.49,0.00,2.44,0.00,0.00,501.00,184.00,0.00,205.00,0.00,112.00
2014,10,VX,Virgin America,AUS,Austin  TX: Austin - Bergstrom International,58.00,12.00,0.96,0.00,2.48,0.00,8.55,0.00,0.00,867.00,61.00,0.00,113.00,0.00,693.00
2014,10,WN,Southwest Airlines Co.,AUS,Austin  TX: Austin - Bergstrom International,1564.00,247.00,78.06,2.49,33.85,0.88,131.72,6.00,3.00,10794.00,3225.00,206.00,1263.00,42.00,6058.00
2014,11,AA,American Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,641.00,164.00,60.84,8.67,28.94,0.00,65.56,7.00,0.00,8245.00,2668.00,643.00,1022.00,0.00,3912.00
2014,11,AS,Alaska Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,30.00,4.00,1.86,0.55,0.59,0.00,1.00,0.00,0.00,176.00,120.00,11.00,22.00,0.00,23.00
2014,11,B6,JetBlue Airways,AUS,Austin  TX: Austin - Bergstrom International,188.00,28.00,8.76,0.06,10.31,0.00,8.87,0.00,1.00,1391.00,566.00,8.00,307.00,0.00,510.00
2014,11,DL,Delta Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,279.00,31.00,11.09,1.07,14.31,0.00,4.53,0.00,0.00,1421.00,643.00,77.00,500.00,0.00,201.00
2014,11,EV,ExpressJet Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,38.00,4.00,2.01,0.00,1.99,0.00,0.00,0.00,0.00,91.00,51.00,0.00,40.00,0.00,0.00
2014,11,F9,Frontier Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,60.00,13.00,2.31,0.00,8.01,0.00,2.68,0.00,0.00,537.00,97.00,0.00,310.00,0.00,130.00
2020,3,YV,Mesa Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,92.00,12.00,3.00,0.00,9.00,0.00,0.00,10.00,1.00,1150.00,353.00,0.00,797.00,0.00,0.00
2020,5,AA,American Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,257.00,19.00,10.19,1.87,4.44,0.00,2.49,0.00,1.00,1058.00,579.00,122.00,190.00,0.00,167.00
2020,5,AS,Alaska Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,5,B6,JetBlue Airways,AUS,Austin  TX: Austin - Bergstrom International,21.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,31.00,0.00,0.00,31.00,0.00,0.00
2020,5,DL,Delta Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,151.00,9.00,3.56,0.00,5.44,0.00,0.00,1.00,1.00,277.00,169.00,0.00,108.00,0.00,0.00
2020,5,F9,Frontier Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,29.00,1.00,0.42,0.00,0.00,0.00,0.58,0.00,1.00,66.00,28.00,0.00,0.00,0.00,38.00
2020,5,G4,Allegiant Air,AUS,Austin  TX: Austin - Bergstrom International,73.00,9.00,6.36,0.00,0.64,0.00,2.00,32.00,0.00,564.00,366.00,0.00,36.00,0.00,162.00
2020,5,NK,Spirit Air Lines,AUS,Austin  TX: Austin - Bergstrom International,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,5,OO,SkyWest Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,31.00,1.00,0.21,0.00,0.79,0.00,0.00,0.00,1.00,47.00,10.00,0.00,37.00,0.00,0.00
2020,5,UA,United Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,37.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,204.00,204.00,0.00,0.00,0.00,0.00
2020,5,WN,Southwest Airlines Co.,AUS,Austin  TX: Austin - Bergstrom International,694.00,23.00,7.05,1.90,6.93,1.00,6.12,39.00,2.00,1056.00,368.00,143.00,242.00,75.00,228.00
2020,5,YV,Mesa Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,59.00,3.00,0.00,2.00,1.00,0.00,0.00,1.00,0.00,236.00,0.00,148.00,88.00,0.00,0.00
2020,5,YX,Republic Airline,AUS,Austin  TX: Austin - Bergstrom International,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,6,AA,American Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,340.00,22.00,13.52,0.02,7.19,0.00,1.27,0.00,1.00,878.00,560.00,1.00,285.00,0.00,32.00
2020,6,AS,Alaska Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,40.00,9.00,3.33,0.00,5.02,0.00,0.65,0.00,0.00,337.00,145.00,0.00,160.00,0.00,32.00
2020,6,B6,JetBlue Airways,AUS,Austin  TX: Austin - Bergstrom International,33.00,4.00,3.93,0.00,0.07,0.00,0.00,0.00,0.00,105.00,104.00,0.00,1.00,0.00,0.00
2020,6,DL,Delta Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,150.00,22.00,10.76,0.00,10.09,0.00,1.16,0.00,0.00,646.00,350.00,0.00,261.00,0.00,35.00
2020,6,F9,Frontier Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,47.00,3.00,2.90,0.00,0.10,0.00,0.00,0.00,0.00,119.00,117.00,0.00,2.00,0.00,0.00
2020,6,G4,Allegiant Air,AUS,Austin  TX: Austin - Bergstrom International,105.00,8.00,2.43,1.92,1.87,0.00,1.78,0.00,1.00,350.00,125.00,96.00,39.00,0.00,90.00
2020,6,NK,Spirit Air Lines,AUS,Austin  TX: Austin - Bergstrom International,19.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,201.00,201.00,0.00,0.00,0.00,0.00
2020,6,OO,SkyWest Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,64.00,5.00,3.00,1.00,0.00,0.00,1.00,0.00,0.00,249.00,144.00,61.00,0.00,0.00,44.00
2020,6,UA,United Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,6,WN,Southwest Airlines Co.,AUS,Austin  TX: Austin - Bergstrom International,889.00,59.00,23.94,5.03,7.02,0.15,22.85,3.00,1.00,2468.00,1098.00,147.00,219.00,3.00,1001.00
2020,6,YV,Mesa Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,60.00,3.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,298.00,81.00,217.00,0.00,0.00,0.00
2020,7,AA,American Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,495.00,50.00,20.05,6.00,16.29,0.00,7.67,2.00,2.00,2457.00,997.00,336.00,514.00,0.00,610.00
2020,7,AS,Alaska Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,93.00,9.00,7.12,0.00,1.88,0.00,0.00,0.00,1.00,327.00,282.00,0.00,45.00,0.00,0.00
2020,7,B6,JetBlue Airways,AUS,Austin  TX: Austin - Bergstrom International,59.00,8.00,5.97,0.00,0.95,0.00,1.08,1.00,0.00,517.00,344.00,0.00,91.00,0.00,82.00
2020,7,DL,Delta Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,269.00,34.00,19.30,0.00,8.54,1.00,5.16,1.00,2.00,1722.00,1138.00,0.00,339.00,33.00,212.00
2020,7,F9,Frontier Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,58.00,4.00,1.00,1.00,2.00,0.00,0.00,2.00,0.00,199.00,133.00,17.00,49.00,0.00,0.00
2020,7,G4,Allegiant Air,AUS,Austin  TX: Austin - Bergstrom International,108.00,4.00,3.90,0.00,0.10,0.00,0.00,0.00,0.00,236.00,223.00,0.00,13.00,0.00,0.00
2020,7,NK,Spirit Air Lines,AUS,Austin  TX: Austin - Bergstrom International,307.00,24.00,9.25,7.53,2.48,0.00,4.74,0.00,1.00,1837.00,1133.00,440.00,70.00,0.00,194.00
2020,7,OO,SkyWest Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,135.00,12.00,10.00,0.00,0.00,0.00,2.00,2.00,1.00,701.00,439.00,0.00,0.00,0.00,262.00
2020,7,UA,United Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,133.00,7.00,1.63,1.00,1.00,0.00,3.37,0.00,1.00,473.00,62.00,18.00,16.00,0.00,377.00
2020,7,WN,Southwest Airlines Co.,AUS,Austin  TX: Austin - Bergstrom International,1235.00,55.00,22.92,7.08,10.16,1.00,13.84,9.00,3.00,2350.00,1017.00,404.00,284.00,31.00,614.00
2020,7,YV,Mesa Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,86.00,7.00,3.00,2.00,1.00,0.00,1.00,3.00,1.00,329.00,111.00,97.00,19.00,0.00,102.00
2020,7,YX,Republic Airline,AUS,Austin  TX: Austin - Bergstrom International,26.00,1.00,0.11,0.00,0.89,0.00,0.00,0.00,0.00,27.00,3.00,0.00,24.00,0.00,0.00
2020,8,AA,American Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,507.00,47.00,24.81,0.19,18.32,0.00,3.69,1.00,3.00,1630.00,962.00,3.00,493.00,0.00,172.00
2020,8,AS,Alaska Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,86.00,7.00,3.87,0.00,3.13,0.00,0.00,0.00,0.00,319.00,237.00,0.00,82.00,0.00,0.00
2020,8,B6,JetBlue Airways,AUS,Austin  TX: Austin - Bergstrom International,77.00,13.00,4.42,2.36,5.30,0.00,0.92,0.00,0.00,509.00,169.00,138.00,180.00,0.00,22.00
2020,8,DL,Delta Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,372.00,32.00,17.08,1.00,9.17,0.00,4.75,3.00,1.00,1669.00,1117.00,36.00,324.00,0.00,192.00
2020,8,F9,Frontier Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,46.00,7.00,2.85,0.00,0.56,0.00,3.59,0.00,0.00,497.00,227.00,0.00,9.00,0.00,261.00
2020,8,YX,Republic Airline,AUS,Austin  TX: Austin - Bergstrom International,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,8,G4,Allegiant Air,AUS,Austin  TX: Austin - Bergstrom International,86.00,6.00,2.86,0.41,0.74,0.00,2.00,6.00,0.00,290.00,128.00,11.00,24.00,0.00,127.00
2020,8,NK,Spirit Air Lines,AUS,Austin  TX: Austin - Bergstrom International,146.00,9.00,4.00,0.89,2.11,0.00,2.00,0.00,1.00,509.00,202.00,58.00,132.00,0.00,117.00
2020,8,OO,SkyWest Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,32.00,2.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,117.00,23.00,0.00,0.00,0.00,94.00
2020,8,UA,United Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,287.00,15.00,8.59,0.00,3.39,0.00,3.02,3.00,0.00,732.00,464.00,0.00,91.00,0.00,177.00
2020,8,WN,Southwest Airlines Co.,AUS,Austin  TX: Austin - Bergstrom International,1305.00,68.00,31.78,4.27,8.62,0.00,23.33,6.00,2.00,3373.00,1289.00,188.00,274.00,0.00,1622.00
2020,8,YV,Mesa Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,35.00,4.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,321.00,0.00,216.00,105.00,0.00,0.00
2020,9,AA,American Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,423.00,61.00,22.18,2.00,28.07,0.00,8.75,2.00,2.00,2435.00,855.00,71.00,904.00,0.00,605.00
2020,9,AS,Alaska Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,60.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,48.00,31.00,0.00,17.00,0.00,0.00
2020,9,B6,JetBlue Airways,AUS,Austin  TX: Austin - Bergstrom International,56.00,4.00,1.37,0.00,2.63,0.00,0.00,0.00,1.00,81.00,25.00,0.00,56.00,0.00,0.00
2020,9,DL,Delta Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,339.00,23.00,10.95,0.00,11.54,0.00,0.51,0.00,2.00,827.00,400.00,0.00,399.00,0.00,28.00
2020,9,F9,Frontier Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,45.00,4.00,1.00,0.00,0.00,0.00,3.00,0.00,1.00,120.00,28.00,0.00,0.00,0.00,92.00
2020,9,G4,Allegiant Air,AUS,Austin  TX: Austin - Bergstrom International,22.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,87.00,62.00,0.00,25.00,0.00,0.00
2020,9,NK,Spirit Air Lines,AUS,Austin  TX: Austin - Bergstrom International,83.00,5.00,2.00,0.00,2.08,0.93,0.00,0.00,0.00,192.00,73.00,0.00,82.00,37.00,0.00
2020,9,OO,SkyWest Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,48.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,22.00,22.00,0.00,0.00,0.00,0.00
2020,9,UA,United Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,106.00,13.00,5.00,0.00,6.51,0.00,1.49,0.00,3.00,700.00,292.00,0.00,279.00,0.00,129.00
2020,9,WN,Southwest Airlines Co.,AUS,Austin  TX: Austin - Bergstrom International,968.00,65.00,28.08,0.43,24.43,0.00,12.05,7.00,7.00,2621.00,1293.00,23.00,809.00,0.00,496.00
2020,9,YV,Mesa Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,114.00,11.00,5.00,0.00,5.00,0.00,1.00,0.00,1.00,520.00,192.00,0.00,198.00,0.00,130.00
2020,9,YX,Republic Airline,AUS,Austin  TX: Austin - Bergstrom International,77.00,4.00,1.82,0.00,2.18,0.00,0.00,0.00,1.00,230.00,138.00,0.00,92.00,0.00,0.00
2020,10,AA,American Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,422.00,60.00,28.89,3.75,18.48,0.93,7.94,0.00,0.00,2499.00,1163.00,271.00,567.00,43.00,455.00
2020,10,AS,Alaska Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,10,B6,JetBlue Airways,AUS,Austin  TX: Austin - Bergstrom International,99.00,14.00,4.65,0.55,7.93,0.00,0.87,0.00,0.00,771.00,465.00,11.00,220.00,0.00,75.00
2020,10,DL,Delta Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,381.00,28.00,9.53,1.22,13.49,0.00,3.76,0.00,0.00,1166.00,658.00,29.00,372.00,0.00,107.00
2020,10,F9,Frontier Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,56.00,5.00,1.39,0.00,1.70,0.00,1.91,0.00,0.00,405.00,137.00,0.00,69.00,0.00,199.00
2020,10,G4,Allegiant Air,AUS,Austin  TX: Austin - Bergstrom International,18.00,6.00,3.86,0.00,0.90,0.00,1.24,0.00,0.00,1696.00,1621.00,0.00,31.00,0.00,44.00
2020,10,NK,Spirit Air Lines,AUS,Austin  TX: Austin - Bergstrom International,98.00,9.00,1.02,0.00,6.99,0.00,0.99,0.00,0.00,261.00,27.00,0.00,216.00,0.00,18.00
2020,10,OO,SkyWest Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,27.00,4.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,335.00,112.00,0.00,0.00,0.00,223.00
2020,10,UA,United Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,232.00,36.00,10.83,0.19,18.79,0.00,6.18,0.00,0.00,1377.00,428.00,12.00,568.00,0.00,369.00
2020,10,WN,Southwest Airlines Co.,AUS,Austin  TX: Austin - Bergstrom International,931.00,58.00,21.67,0.70,24.83,0.00,10.80,0.00,0.00,1676.00,715.00,30.00,662.00,0.00,269.00
2015,4,EV,ExpressJet Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,45.00,9.00,2.45,0.97,4.60,0.00,0.99,1.00,0.00,621.00,217.00,170.00,191.00,0.00,43.00
2015,4,F9,Frontier Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,102.00,30.00,6.26,0.07,15.54,0.00,8.13,0.00,0.00,2004.00,566.00,4.00,660.00,0.00,774.00
2015,4,OO,SkyWest Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,313.00,59.00,25.70,2.21,14.05,0.00,17.04,1.00,3.00,2970.00,1521.00,71.00,395.00,0.00,983.00
2015,4,UA,United Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,350.00,103.00,39.33,3.25,26.19,0.00,34.23,2.00,0.00,5591.00,1785.00,365.00,1128.00,0.00,2313.00
2015,4,US,US Airways Inc.,AUS,Austin  TX: Austin - Bergstrom International,85.00,18.00,7.03,0.00,9.29,0.00,1.68,0.00,0.00,496.00,174.00,0.00,279.00,0.00,43.00
2015,4,VX,Virgin America,AUS,Austin  TX: Austin - Bergstrom International,72.00,10.00,3.41,0.08,0.65,0.00,5.85,0.00,0.00,408.00,81.00,6.00,30.00,0.00,291.00
2015,4,WN,Southwest Airlines Co.,AUS,Austin  TX: Austin - Bergstrom International,1519.00,292.00,93.97,4.05,59.75,0.00,134.22,4.00,2.00,14059.00,4300.00,421.00,2022.00,0.00,7316.00
2015,5,AA,American Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,684.00,140.00,42.81,17.20,26.70,0.02,53.28,23.00,9.00,10868.00,2925.00,2167.00,1256.00,1.00,4519.00
2015,5,AS,Alaska Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,31.00,8.00,2.40,0.00,4.79,0.00,0.81,0.00,0.00,218.00,83.00,0.00,118.00,0.00,17.00
2015,5,B6,JetBlue Airways,AUS,Austin  TX: Austin - Bergstrom International,217.00,29.00,14.20,0.00,13.63,0.00,1.17,2.00,3.00,1079.00,600.00,0.00,383.00,0.00,96.00
2015,5,DL,Delta Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,321.00,47.00,21.64,4.10,11.67,0.00,9.60,1.00,6.00,2670.00,1105.00,654.00,452.00,0.00,459.00
2015,5,EV,ExpressJet Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,37.00,4.00,0.80,0.00,2.20,0.00,1.00,2.00,2.00,179.00,94.00,0.00,69.00,0.00,16.00
2015,5,F9,Frontier Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,154.00,49.00,10.42,0.00,31.24,0.00,7.34,0.00,1.00,2358.00,495.00,0.00,1316.00,0.00,547.00
2015,5,OO,SkyWest Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,334.00,80.00,38.90,3.32,21.46,0.00,16.32,6.00,5.00,4454.00,2420.00,418.00,812.00,0.00,804.00
2015,5,UA,United Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,359.00,108.00,43.64,5.46,21.48,0.00,37.43,2.00,7.00,6571.00,2103.00,492.00,1047.00,0.00,2929.00
2015,5,US,US Airways Inc.,AUS,Austin  TX: Austin - Bergstrom International,84.00,17.00,7.75,0.41,6.61,1.00,1.23,0.00,0.00,1206.00,542.00,45.00,513.00,65.00,41.00
2015,5,VX,Virgin America,AUS,Austin  TX: Austin - Bergstrom International,197.00,51.00,13.89,2.90,6.71,1.00,26.50,11.00,2.00,3922.00,1130.00,76.00,571.00,41.00,2104.00
2015,5,WN,Southwest Airlines Co.,AUS,Austin  TX: Austin - Bergstrom International,1541.00,388.00,110.45,8.99,71.61,0.00,196.95,11.00,15.00,23172.00,5829.00,932.00,3129.00,0.00,13282.00
2015,6,AA,American Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,713.00,154.00,61.64,6.70,26.28,2.00,57.38,16.00,2.00,9155.00,3276.00,521.00,1146.00,59.00,4153.00
2015,6,AS,Alaska Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,47.00,12.00,3.12,0.00,5.55,0.00,3.33,0.00,0.00,407.00,118.00,0.00,133.00,0.00,156.00
2015,6,B6,JetBlue Airways,AUS,Austin  TX: Austin - Bergstrom International,218.00,33.00,13.32,0.00,10.98,0.00,8.70,1.00,2.00,1805.00,877.00,0.00,387.00,0.00,541.00
2015,6,DL,Delta Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,373.00,58.00,23.60,6.97,12.45,0.00,14.98,1.00,0.00,3442.00,1070.00,854.00,496.00,0.00,1022.00
2015,6,EV,ExpressJet Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,21.00,2.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,80.00,0.00,0.00,0.00,0.00,80.00
2015,6,F9,Frontier Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,150.00,39.00,15.40,0.00,19.66,0.00,3.94,0.00,0.00,2151.00,953.00,0.00,937.00,0.00,261.00
2015,6,OO,SkyWest Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,256.00,58.00,24.06,1.28,11.93,0.00,20.74,3.00,1.00,2716.00,1212.00,49.00,481.00,0.00,974.00
2015,6,UA,United Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,414.00,125.00,47.95,4.81,23.76,0.00,48.48,12.00,1.00,9396.00,3219.00,401.00,1206.00,0.00,4570.00
2015,6,US,US Airways Inc.,AUS,Austin  TX: Austin - Bergstrom International,79.00,14.00,6.77,0.87,3.49,1.00,1.87,0.00,1.00,1255.00,726.00,61.00,216.00,63.00,189.00
2015,6,VX,Virgin America,AUS,Austin  TX: Austin - Bergstrom International,194.00,29.00,6.76,2.59,3.08,0.00,16.57,2.00,2.00,1575.00,553.00,121.00,72.00,0.00,829.00
2015,6,WN,Southwest Airlines Co.,AUS,Austin  TX: Austin - Bergstrom International,1595.00,430.00,143.69,14.60,62.24,1.76,207.71,8.00,8.00,23185.00,7813.00,960.00,2117.00,70.00,12225.00
2015,7,AA,American Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,847.00,143.00,60.82,2.74,21.55,0.00,57.89,6.00,1.00,8257.00,3478.00,284.00,616.00,0.00,3879.00
2017,8,DL,Delta Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,619.00,77.00,33.04,5.09,22.58,0.00,16.28,0.00,0.00,3635.00,1467.00,198.00,1192.00,0.00,778.00
2017,8,EV,ExpressJet Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,7.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017,8,F9,Frontier Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,151.00,27.00,6.42,0.00,10.63,0.00,9.95,3.00,0.00,2031.00,784.00,0.00,617.00,0.00,630.00
2017,8,OO,SkyWest Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,106.00,26.00,5.84,0.64,13.72,0.00,5.80,3.00,0.00,1384.00,200.00,25.00,369.00,0.00,790.00
2017,8,UA,United Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,659.00,106.00,29.39,6.70,17.41,0.00,52.49,36.00,1.00,8180.00,1498.00,710.00,887.00,0.00,5085.00
2017,8,VX,Virgin America,AUS,Austin  TX: Austin - Bergstrom International,58.00,13.00,2.87,0.00,1.27,0.00,8.86,0.00,0.00,771.00,263.00,0.00,78.00,0.00,430.00
2017,8,WN,Southwest Airlines Co.,AUS,Austin  TX: Austin - Bergstrom International,1943.00,574.00,158.04,9.49,123.16,1.00,282.32,76.00,1.00,29914.00,8090.00,695.00,4381.00,23.00,16725.00
2017,9,AA,American Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,733.00,89.00,32.85,0.09,22.73,0.00,33.33,1.00,0.00,4349.00,1637.00,4.00,990.00,0.00,1718.00
2017,9,AS,Alaska Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,81.00,6.00,1.98,0.00,1.02,0.00,3.00,1.00,0.00,212.00,130.00,0.00,18.00,0.00,64.00
2017,9,B6,JetBlue Airways,AUS,Austin  TX: Austin - Bergstrom International,179.00,29.00,8.91,0.00,11.99,0.00,8.10,11.00,1.00,1725.00,583.00,0.00,485.00,0.00,657.00
2017,9,DL,Delta Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,612.00,54.00,24.41,2.61,12.63,0.00,14.34,2.00,2.00,3575.00,1691.00,152.00,633.00,0.00,1099.00
2017,9,EV,ExpressJet Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,1.00,,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017,9,F9,Frontier Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,144.00,20.00,3.66,0.00,7.84,0.00,8.50,1.00,0.00,1645.00,245.00,0.00,280.00,0.00,1120.00
